year,ac_no,ac_name,ac_type,cand_sex,partyname,totvotpoll,electors
2010,184,Patna Sahib,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),1230,292875
2010,184,Patna Sahib,GEN,,Independent,1493,292875
2010,184,Patna Sahib,GEN,,Rashtriya Janata Dal,8271,292875
2010,184,Patna Sahib,GEN,,Indian National Congress,26082,292875
2010,184,Patna Sahib,GEN,,Bharatiya Janata Party,91419,292875
2010,185,Fatwah,GEN,,Ambedkar National Congress,376,197952
2010,185,Fatwah,GEN,,Indiya Jananayaka Katchi,428,197952
2010,185,Fatwah,GEN,,Independent,609,197952
2010,185,Fatwah,GEN,,Independent,706,197952
2010,185,Fatwah,GEN,,Loktantrik Sarvjan Samaj Party,733,197952
2010,185,Fatwah,GEN,,Bahujan Samaj Party,797,197952
2010,185,Fatwah,GEN,,Bharatiya Jantantrik Janta Dal,970,197952
2010,185,Fatwah,GEN,,Samajwadi Janata Party (Rashtriya),982,197952
2010,185,Fatwah,GEN,,Independent,1051,197952
2010,185,Fatwah,GEN,,Independent,1379,197952
2010,185,Fatwah,GEN,,Indian National Congress,1652,197952
2010,185,Fatwah,GEN,,Independent,3479,197952
2010,185,Fatwah,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),3533,197952
2010,185,Fatwah,GEN,,Independent,4299,197952
2010,185,Fatwah,GEN,,Janata Dal (United),40562,197952
2010,185,Fatwah,GEN,,Rashtriya Janata Dal,50218,197952
2010,186,Danapur,GEN,,Independent,351,255418
2010,186,Danapur,GEN,,Nationalist Congress Party,474,255418
2010,186,Danapur,GEN,,Samajwadi Party,551,255418
2010,186,Danapur,GEN,,Independent,621,255418
2010,186,Danapur,GEN,,Independent,629,255418
2010,186,Danapur,GEN,,Independent,1006,255418
2010,186,Danapur,GEN,,Bahujan Samaj Party,1112,255418
2010,186,Danapur,GEN,,Independent,1303,255418
2010,186,Danapur,GEN,,Independent,2969,255418
2010,186,Danapur,GEN,,Indian National Congress,3608,255418
2010,186,Danapur,GEN,,Rashtriya Janata Dal,11495,255418
2010,186,Danapur,GEN,,Independent,41506,255418
2010,186,Danapur,GEN,,Bharatiya Janata Party,59425,255418
2010,187,Maner,GEN,,Indian Justice Party,392,237337
2010,187,Maner,GEN,,Samajwadi Party,452,237337
2010,187,Maner,GEN,,Independent,862,237337
2010,187,Maner,GEN,,Independent,891,237337
2010,187,Maner,GEN,,Independent,916,237337
2010,187,Maner,GEN,,Independent,1135,237337
2010,187,Maner,GEN,,Independent,1155,237337
2010,187,Maner,GEN,,Nationalist Congress Party,1514,237337
2010,187,Maner,GEN,,Independent,1949,237337
2010,187,Maner,GEN,,Independent,2122,237337
2010,187,Maner,GEN,,Bahujan Samaj Party,2307,237337
2010,187,Maner,GEN,,Independent,2308,237337
2010,187,Maner,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),4764,237337
2010,187,Maner,GEN,,Indian National Congress,5540,237337
2010,187,Maner,GEN,,Janata Dal (United),48217,237337
2010,187,Maner,GEN,,Rashtriya Janata Dal,57818,237337
2010,188,Phulwari,SC,,Rashtra Sewa Dal,416,247420
2010,188,Phulwari,SC,,Samajwadi Party,457,247420
2010,188,Phulwari,SC,,All India Forward Bloc,486,247420
2010,188,Phulwari,SC,,Indian Justice Party,661,247420
2010,188,Phulwari,SC,,Muslim League Kerala State Committee,838,247420
2010,188,Phulwari,SC,,Bharatiya Jantantrik Janta Dal,876,247420
2010,188,Phulwari,SC,,Independent,926,247420
2010,188,Phulwari,SC,,Bahujan Samaj Party,1757,247420
2010,188,Phulwari,SC,,Ambedkar National Congress,1858,247420
2010,188,Phulwari,SC,,Independent,2398,247420
2010,188,Phulwari,SC,,Indian National Congress,3178,247420
2010,188,Phulwari,SC,,Communist Party of India (Marxist-Leninist) (Liberation),8005,247420
2010,188,Phulwari,SC,,Rashtriya Janata Dal,46210,247420
2010,188,Phulwari,SC,,Janata Dal (United),67390,247420
2010,189,Masaurhi,SC,,Nationalist Congress Party,654,273547
2010,189,Masaurhi,SC,,Independent,672,273547
2010,189,Masaurhi,SC,,Janata Dal (Secular),999,273547
2010,189,Masaurhi,SC,,Independent,1102,273547
2010,189,Masaurhi,SC,,Indian Justice Party,1119,273547
2010,189,Masaurhi,SC,,Bahujan Samaj Party,1660,273547
2010,189,Masaurhi,SC,,Ambedkar National Congress,1752,273547
2010,189,Masaurhi,SC,,Independent,1802,273547
2010,189,Masaurhi,SC,,Independent,2509,273547
2010,189,Masaurhi,SC,,Indian National Congress,2515,273547
2010,189,Masaurhi,SC,,Independent,4412,273547
2010,189,Masaurhi,SC,,Communist Party of India (Marxist-Leninist) (Liberation),14532,273547
2010,189,Masaurhi,SC,,Lok Jan Shakti Party,51945,273547
2010,189,Masaurhi,SC,,Janata Dal (United),56977,273547
2010,190,Paliganj,GEN,,Samajwadi Party,396,231822
2010,190,Paliganj,GEN,,Janata Dal (Secular),588,231822
2010,190,Paliganj,GEN,,Indiya Jananayaka Katchi,600,231822
2010,190,Paliganj,GEN,,Shoshit Samaj Dal,640,231822
2010,190,Paliganj,GEN,,Indian Justice Party,993,231822
2010,190,Paliganj,GEN,,Independent,1294,231822
2010,190,Paliganj,GEN,,Samajwadi Janata Party (Rashtriya),1667,231822
2010,190,Paliganj,GEN,,Independent,2779,231822
2010,190,Paliganj,GEN,,Indian National Congress,2785,231822
2010,190,Paliganj,GEN,,Bahujan Samaj Party,3290,231822
2010,190,Paliganj,GEN,,Independent,6977,231822
2010,190,Paliganj,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),16748,231822
2010,190,Paliganj,GEN,,Rashtriya Janata Dal,33450,231822
2010,190,Paliganj,GEN,,Bharatiya Janata Party,43692,231822
2010,191,Bikram,GEN,,Janata Dal (Secular),634,248949
2010,191,Bikram,GEN,,Samajwadi Party,811,248949
2010,191,Bikram,GEN,,Nationalist Congress Party,1049,248949
2010,191,Bikram,GEN,,Independent,1089,248949
2010,191,Bikram,GEN,,Indiya Jananayaka Katchi,1963,248949
2010,191,Bikram,GEN,,Independent,2040,248949
2010,191,Bikram,GEN,,Indian National Green Party,2562,248949
2010,191,Bikram,GEN,,Communist Party of India,2708,248949
2010,191,Bikram,GEN,,Independent,3030,248949
2010,191,Bikram,GEN,,Indian National Congress,3254,248949
2010,191,Bikram,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),4004,248949
2010,191,Bikram,GEN,,Independent,9974,248949
2010,191,Bikram,GEN,,Bahujan Samaj Party,11264,248949
2010,191,Bikram,GEN,,Independent,11812,248949
2010,191,Bikram,GEN,,Lok Jan Shakti Party,36613,248949
2010,191,Bikram,GEN,,Bharatiya Janata Party,38965,248949
2010,192,Sandesh,GEN,,Independent,393,213826
2010,192,Sandesh,GEN,,Independent,567,213826
2010,192,Sandesh,GEN,,Independent,578,213826
2010,192,Sandesh,GEN,,Independent,618,213826
2010,192,Sandesh,GEN,,Independent,755,213826
2010,192,Sandesh,GEN,,Independent,794,213826
2010,192,Sandesh,GEN,,Independent,892,213826
2010,192,Sandesh,GEN,,Independent,967,213826
2010,192,Sandesh,GEN,,Nationalist Congress Party,1273,213826
2010,192,Sandesh,GEN,,Jawan Kisan Morcha,1445,213826
2010,192,Sandesh,GEN,,Indian National Congress,2067,213826
2010,192,Sandesh,GEN,,Bharat Vikas Morcha,2190,213826
2010,192,Sandesh,GEN,,Bahujan Samaj Party,2256,213826
2010,192,Sandesh,GEN,,Independent,2824,213826
2010,192,Sandesh,GEN,,Independent,10219,213826
2010,192,Sandesh,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),15095,213826
2010,192,Sandesh,GEN,,Rashtriya Janata Dal,16779,213826
2010,192,Sandesh,GEN,,Independent,23166,213826
2010,192,Sandesh,GEN,,Bharatiya Janata Party,29988,213826
2010,193,Barhara,GEN,,Lok Sewa Dal,303,232971
2010,193,Barhara,GEN,,Independent,387,232971
2010,193,Barhara,GEN,,All India Forward Bloc,410,232971
2010,193,Barhara,GEN,,Independent,993,232971
2010,193,Barhara,GEN,,Bahujan Samaj Party,1070,232971
2010,193,Barhara,GEN,,Independent,1110,232971
2010,193,Barhara,GEN,,Independent,1192,232971
2010,193,Barhara,GEN,,Bharat Vikas Morcha,1361,232971
2010,193,Barhara,GEN,,Nationalist Congress Party,1656,232971
2010,193,Barhara,GEN,,Independent,1690,232971
2010,193,Barhara,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),3672,232971
2010,193,Barhara,GEN,,Indian National Congress,6084,232971
2010,193,Barhara,GEN,,Janata Dal (United),45019,232971
2010,193,Barhara,GEN,,Rashtriya Janata Dal,46102,232971
2010,194,Arrah,GEN,,Independent,238,229649
2010,194,Arrah,GEN,,Jai Maha Bharath Party,246,229649
2010,194,Arrah,GEN,,Samajwadi Party,336,229649
2010,194,Arrah,GEN,,Independent,366,229649
2010,194,Arrah,GEN,,Independent,373,229649
2010,194,Arrah,GEN,,Akhil Bharatiya Jan Sangh,455,229649
2010,194,Arrah,GEN,,Revolutionary Socialist Party,478,229649
2010,194,Arrah,GEN,,Independent,504,229649
2010,194,Arrah,GEN,,Jawan Kisan Morcha,723,229649
2010,194,Arrah,GEN,,Bharatiya Jagaran Party,814,229649
2010,194,Arrah,GEN,,Nationalist Congress Party,851,229649
2010,194,Arrah,GEN,,Independent,892,229649
2010,194,Arrah,GEN,,Akhil Bhartiya Atyant Pichara Sangharsh Morcha Party,1004,229649
2010,194,Arrah,GEN,,Bahujan Samaj Party,1041,229649
2010,194,Arrah,GEN,,Independent,1175,229649
2010,194,Arrah,GEN,,Independent,1855,229649
2010,194,Arrah,GEN,,Indian National Congress,2717,229649
2010,194,Arrah,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),5314,229649
2010,194,Arrah,GEN,,Lok Jan Shakti Party,37564,229649
2010,194,Arrah,GEN,,Bharatiya Janata Party,56504,229649
2010,195,Agiaon,SC,,Bahujan Samaj Party,511,200627
2010,195,Agiaon,SC,,Independent,878,200627
2010,195,Agiaon,SC,,Lok Sewa Dal,975,200627
2010,195,Agiaon,SC,,Nationalist Congress Party,1261,200627
2010,195,Agiaon,SC,,Independent,1333,200627
2010,195,Agiaon,SC,,Janata Dal (Secular),1697,200627
2010,195,Agiaon,SC,,Independent,1728,200627
2010,195,Agiaon,SC,,Independent,2008,200627
2010,195,Agiaon,SC,,Independent,2946,200627
2010,195,Agiaon,SC,,Indian National Congress,4024,200627
2010,195,Agiaon,SC,,Communist Party of India (Marxist-Leninist) (Liberation),21739,200627
2010,195,Agiaon,SC,,Rashtriya Janata Dal,24008,200627
2010,195,Agiaon,SC,,Bharatiya Janata Party,29257,200627
2010,196,Tarari,GEN,,Nationalist Congress Party,902,228190
2010,196,Tarari,GEN,,Akhil Bhartiya Atyant Pichara Sangharsh Morcha Party,1110,228190
2010,196,Tarari,GEN,,Indian National Congress,1427,228190
2010,196,Tarari,GEN,,Bahujan Samaj Party,1565,228190
2010,196,Tarari,GEN,,Independent,1847,228190
2010,196,Tarari,GEN,,Independent,8318,228190
2010,196,Tarari,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),30111,228190
2010,196,Tarari,GEN,,Rashtriya Janata Dal,34093,228190
2010,196,Tarari,GEN,,Janata Dal (United),48413,228190
2010,197,Jagdishpur,GEN,,Independent,647,239532
2010,197,Jagdishpur,GEN,,Samajwadi Party,901,239532
2010,197,Jagdishpur,GEN,,Nationalist Congress Party,1068,239532
2010,197,Jagdishpur,GEN,,Proutist Bolc India,1125,239532
2010,197,Jagdishpur,GEN,,Bahujan Samaj Party,1360,239532
2010,197,Jagdishpur,GEN,,Indian National Congress,1961,239532
2010,197,Jagdishpur,GEN,,Independent,2352,239532
2010,197,Jagdishpur,GEN,,Independent,3784,239532
2010,197,Jagdishpur,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),16129,239532
2010,197,Jagdishpur,GEN,,Janata Dal (United),45374,239532
2010,197,Jagdishpur,GEN,,Rashtriya Janata Dal,55560,239532
2010,198,Shahpur,GEN,,Independent,1288,239032
2010,198,Shahpur,GEN,,Independent,1639,239032
2010,198,Shahpur,GEN,,Indian National Congress,2348,239032
2010,198,Shahpur,GEN,,Independent,3100,239032
2010,198,Shahpur,GEN,,Janata Dal (Secular),10166,239032
2010,198,Shahpur,GEN,,Bahujan Samaj Party,11274,239032
2010,198,Shahpur,GEN,,Rashtriya Janata Dal,36584,239032
2010,198,Shahpur,GEN,,Bharatiya Janata Party,44795,239032
2010,199,Barhampur,GEN,,Independent,287,263489
2010,199,Barhampur,GEN,,Independent,443,263489
2010,199,Barhampur,GEN,,Independent,451,263489
2010,199,Barhampur,GEN,,Independent,478,263489
2010,199,Barhampur,GEN,,Independent,613,263489
2010,199,Barhampur,GEN,,Independent,669,263489
2010,199,Barhampur,GEN,,Vanchitsamaj Insaaf Party,676,263489
2010,199,Barhampur,GEN,,Lok Dal,748,263489
2010,199,Barhampur,GEN,,Independent,968,263489
2010,199,Barhampur,GEN,,Rashtra Sewa Dal,1030,263489
2010,199,Barhampur,GEN,,Nationalist Congress Party,1036,263489
2010,199,Barhampur,GEN,,Indian Justice Party,1069,263489
2010,199,Barhampur,GEN,,Samajwadi Party,1118,263489
2010,199,Barhampur,GEN,,Independent,1185,263489
2010,199,Barhampur,GEN,,Suheldev Bhartiya Samaj Party,1353,263489
2010,199,Barhampur,GEN,,Independent,1898,263489
2010,199,Barhampur,GEN,,Independent,2070,263489
2010,199,Barhampur,GEN,,Independent,2445,263489
2010,199,Barhampur,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),2497,263489
2010,199,Barhampur,GEN,,Communist Party of India,4180,263489
2010,199,Barhampur,GEN,,Indian National Congress,4735,263489
2010,199,Barhampur,GEN,,Bahujan Samaj Party,10083,263489
2010,199,Barhampur,GEN,,Janata Dal (Secular),13901,263489
2010,199,Barhampur,GEN,,Rashtriya Janata Dal,25854,263489
2010,199,Barhampur,GEN,,Bharatiya Janata Party,46196,263489
2010,200,Buxar,GEN,,Independent,257,220693
2010,200,Buxar,GEN,,Independent,271,220693
2010,200,Buxar,GEN,,Independent,331,220693
2010,200,Buxar,GEN,,Independent,400,220693
2010,200,Buxar,GEN,,Samajwadi Party,416,220693
2010,200,Buxar,GEN,,Independent,504,220693
2010,200,Buxar,GEN,,Revolutionary Socialist Party,543,220693
2010,200,Buxar,GEN,,Independent,545,220693
2010,200,Buxar,GEN,,Indian Justice Party,566,220693
2010,200,Buxar,GEN,,Nationalist Congress Party,586,220693
2010,200,Buxar,GEN,,Independent,657,220693
2010,200,Buxar,GEN,,Independent,712,220693
2010,200,Buxar,GEN,,Independent,948,220693
2010,200,Buxar,GEN,,Shivsena,1065,220693
2010,200,Buxar,GEN,,Independent,1284,220693
2010,200,Buxar,GEN,,Janvadi Party(Socialist),1412,220693
2010,200,Buxar,GEN,,Janata Dal (Secular),2068,220693
2010,200,Buxar,GEN,,Indian National Congress,3783,220693
2010,200,Buxar,GEN,,Independent,4260,220693
2010,200,Buxar,GEN,,Independent,4474,220693
2010,200,Buxar,GEN,,Suheldev Bhartiya Samaj Party,5119,220693
2010,200,Buxar,GEN,,Communist Party of India (Marxist),9317,220693
2010,200,Buxar,GEN,,Bahujan Samaj Party,12643,220693
2010,200,Buxar,GEN,,Rashtriya Janata Dal,27879,220693
2010,200,Buxar,GEN,,Bharatiya Janata Party,48062,220693
2010,201,Dumraon,GEN,,Samajwadi Party,701,241608
2010,201,Dumraon,GEN,,Jai Maha Bharath Party,954,241608
2010,201,Dumraon,GEN,,Independent,1150,241608
2010,201,Dumraon,GEN,,Independent,1676,241608
2010,201,Dumraon,GEN,,Independent,2765,241608
2010,201,Dumraon,GEN,,Independent,3100,241608
2010,201,Dumraon,GEN,,Suheldev Bhartiya Samaj Party,3220,241608
2010,201,Dumraon,GEN,,Indian National Congress,5889,241608
2010,201,Dumraon,GEN,,Bahujan Samaj Party,6551,241608
2010,201,Dumraon,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),6573,241608
2010,201,Dumraon,GEN,,Shivsena,8851,241608
2010,201,Dumraon,GEN,,Janata Dal (Secular),17956,241608
2010,201,Dumraon,GEN,,Rashtriya Janata Dal,22692,241608
2010,201,Dumraon,GEN,,Janata Dal (United),42538,241608
2010,202,Rajpur,SC,,Samajwadi Party,567,254505
2010,202,Rajpur,SC,,Rashtra Sewa Dal,678,254505
2010,202,Rajpur,SC,,Nationalist Congress Party,921,254505
2010,202,Rajpur,SC,,Independent,1230,254505
2010,202,Rajpur,SC,,Independent,1234,254505
2010,202,Rajpur,SC,,Janata Dal (Secular),1741,254505
2010,202,Rajpur,SC,,Independent,2546,254505
2010,202,Rajpur,SC,,Independent,2933,254505
2010,202,Rajpur,SC,,Communist Party of India (Marxist-Leninist) (Liberation),3715,254505
2010,202,Rajpur,SC,,Janvadi Party(Socialist),3912,254505
2010,202,Rajpur,SC,,Indian National Congress,5614,254505
2010,202,Rajpur,SC,,Bahujan Samaj Party,18389,254505
2010,202,Rajpur,SC,,Lok Jan Shakti Party,39563,254505
2010,202,Rajpur,SC,,Janata Dal (United),54802,254505
2010,203,Ramgarh,GEN,,Samajwadi Party,562,204116
2010,203,Ramgarh,GEN,,Independent,773,204116
2010,203,Ramgarh,GEN,,Bahujan Shakty,788,204116
2010,203,Ramgarh,GEN,,Nationalist Congress Party,959,204116
2010,203,Ramgarh,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),1041,204116
2010,203,Ramgarh,GEN,,Independent,1100,204116
2010,203,Ramgarh,GEN,,Independent,1104,204116
2010,203,Ramgarh,GEN,,Independent,1197,204116
2010,203,Ramgarh,GEN,,Independent,1434,204116
2010,203,Ramgarh,GEN,,Independent,2122,204116
2010,203,Ramgarh,GEN,,Independent,3915,204116
2010,203,Ramgarh,GEN,,Janata Dal (Secular),4352,204116
2010,203,Ramgarh,GEN,,Indian National Congress,9390,204116
2010,203,Ramgarh,GEN,,Bahujan Samaj Party,17334,204116
2010,203,Ramgarh,GEN,,Bharatiya Janata Party,18551,204116
2010,203,Ramgarh,GEN,,Independent,27809,204116
2010,203,Ramgarh,GEN,,Rashtriya Janata Dal,30787,204116
2010,204,Mohania,SC,,All India Babu Jagjivan Ram Saheb National Congress,537,199960
2010,204,Mohania,SC,,Republican Party of India(A),578,199960
2010,204,Mohania,SC,,Akhil Bharatiya Hind Kranti Party,1940,199960
2010,204,Mohania,SC,,Independent,2102,199960
2010,204,Mohania,SC,,Janata Dal (Secular),2347,199960
2010,204,Mohania,SC,,Communist Party of India (Marxist-Leninist) (Liberation),2848,199960
2010,204,Mohania,SC,,Bahujan Samaj Party,11533,199960
2010,204,Mohania,SC,,Indian National Congress,14613,199960
2010,204,Mohania,SC,,Rashtriya Janata Dal,36393,199960
2010,204,Mohania,SC,,Janata Dal (United),38918,199960
2010,205,Bhabua,GEN,,Independent,381,206799
2010,205,Bhabua,GEN,,Independent,407,206799
2010,205,Bhabua,GEN,,Republican Party of India(A),441,206799
2010,205,Bhabua,GEN,,Rashtra Sewa Dal,518,206799
2010,205,Bhabua,GEN,,Independent,582,206799
2010,205,Bhabua,GEN,,Pragatisheel Manav Samaj Party,588,206799
2010,205,Bhabua,GEN,,Proutist Sarva Samaj,652,206799
2010,205,Bhabua,GEN,,Independent,871,206799
2010,205,Bhabua,GEN,,Independent,1006,206799
2010,205,Bhabua,GEN,,Independent,1219,206799
2010,205,Bhabua,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),1313,206799
2010,205,Bhabua,GEN,,Communist Party of India,1339,206799
2010,205,Bhabua,GEN,,Janata Dal (Secular),2328,206799
2010,205,Bhabua,GEN,,Independent,2753,206799
2010,205,Bhabua,GEN,,Nationalist Congress Party,4355,206799
2010,205,Bhabua,GEN,,All India Babu Jagjivan Ram Saheb National Congress,5054,206799
2010,205,Bhabua,GEN,,Independent,5364,206799
2010,205,Bhabua,GEN,,Samajwadi Party,7448,206799
2010,205,Bhabua,GEN,,Indian National Congress,8300,206799
2010,205,Bhabua,GEN,,Bahujan Samaj Party,12133,206799
2010,205,Bhabua,GEN,,Bharatiya Janata Party,30799,206799
2010,205,Bhabua,GEN,,Lok Jan Shakti Party,31246,206799
2010,206,Chainpur,GEN,,Independent,193,235304
2010,206,Chainpur,GEN,,Independent,361,235304
2010,206,Chainpur,GEN,,All India Babu Jagjivan Ram Saheb National Congress,405,235304
2010,206,Chainpur,GEN,,Bahujan Shakty,423,235304
2010,206,Chainpur,GEN,,Independent,548,235304
2010,206,Chainpur,GEN,,Jharkhand Mukti Morcha,565,235304
2010,206,Chainpur,GEN,,Janvadi Party(Socialist),606,235304
2010,206,Chainpur,GEN,,Akhil Bharatiya Desh Bhakt Morcha,732,235304
2010,206,Chainpur,GEN,,Rashtra Sewa Dal,803,235304
2010,206,Chainpur,GEN,,Independent,879,235304
2010,206,Chainpur,GEN,,Independent,897,235304
2010,206,Chainpur,GEN,,Independent,928,235304
2010,206,Chainpur,GEN,,Nationalist Congress Party,1062,235304
2010,206,Chainpur,GEN,,Independent,1517,235304
2010,206,Chainpur,GEN,,Janata Dal (Secular),1926,235304
2010,206,Chainpur,GEN,,Republican Party of India(A),2022,235304
2010,206,Chainpur,GEN,,Suheldev Bhartiya Samaj Party,4079,235304
2010,206,Chainpur,GEN,,Samajwadi Party,7412,235304
2010,206,Chainpur,GEN,,Rashtriya Janata Dal,17682,235304
2010,206,Chainpur,GEN,,Indian National Congress,19552,235304
2010,206,Chainpur,GEN,,Bahujan Samaj Party,32930,235304
2010,206,Chainpur,GEN,,Bharatiya Janata Party,46510,235304
2010,207,Chenari,SC,,Janata Dal (Secular),1014,237704
2010,207,Chenari,SC,,Indian Justice Party,1014,237704
2010,207,Chenari,SC,,Rashtra Sewa Dal,1045,237704
2010,207,Chenari,SC,,Republican Party of India(A),1254,237704
2010,207,Chenari,SC,,All India Babu Jagjivan Ram Saheb National Congress,1262,237704
2010,207,Chenari,SC,,Independent,4436,237704
2010,207,Chenari,SC,,Bahujan Samaj Party,9111,237704
2010,207,Chenari,SC,,Indian National Congress,21390,237704
2010,207,Chenari,SC,,Rashtriya Janata Dal,41685,237704
2010,207,Chenari,SC,,Janata Dal (United),44586,237704
2010,208,Sasaram,GEN,,Independent,217,275379
2010,208,Sasaram,GEN,,Independent,249,275379
2010,208,Sasaram,GEN,,Independent,263,275379
2010,208,Sasaram,GEN,,Samajwadi Party,309,275379
2010,208,Sasaram,GEN,,Jawan Kisan Morcha,316,275379
2010,208,Sasaram,GEN,,Independent,336,275379
2010,208,Sasaram,GEN,,Indian Justice Party,405,275379
2010,208,Sasaram,GEN,,Independent,437,275379
2010,208,Sasaram,GEN,,Independent,513,275379
2010,208,Sasaram,GEN,,Alpjan Samaj Party,520,275379
2010,208,Sasaram,GEN,,Smast Bhartiya Party,549,275379
2010,208,Sasaram,GEN,,Rashtriya Samanta Dal,642,275379
2010,208,Sasaram,GEN,,Independent,724,275379
2010,208,Sasaram,GEN,,Jai Maha Bharath Party,765,275379
2010,208,Sasaram,GEN,,Independent,791,275379
2010,208,Sasaram,GEN,,Apna Dal,793,275379
2010,208,Sasaram,GEN,,Rashtra Sewa Dal,870,275379
2010,208,Sasaram,GEN,,Independent,930,275379
2010,208,Sasaram,GEN,,Independent,951,275379
2010,208,Sasaram,GEN,,Communist Party of India (Marxist),989,275379
2010,208,Sasaram,GEN,,Independent,1004,275379
2010,208,Sasaram,GEN,,Independent,1570,275379
2010,208,Sasaram,GEN,,Independent,1845,275379
2010,208,Sasaram,GEN,,Independent,2039,275379
2010,208,Sasaram,GEN,,Nationalist Congress Party,2322,275379
2010,208,Sasaram,GEN,,Indian National Congress,3937,275379
2010,208,Sasaram,GEN,,All India Babu Jagjivan Ram Saheb National Congress,6523,275379
2010,208,Sasaram,GEN,,Independent,7412,275379
2010,208,Sasaram,GEN,,Bahujan Samaj Party,9990,275379
2010,208,Sasaram,GEN,,Rashtriya Janata Dal,45445,275379
2010,208,Sasaram,GEN,,Bharatiya Janata Party,50856,275379
2010,209,Kargahar,GEN,,Samajwadi Jan Parishad,567,258763
2010,209,Kargahar,GEN,,Independent,680,258763
2010,209,Kargahar,GEN,,Samajwadi Party,764,258763
2010,209,Kargahar,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),818,258763
2010,209,Kargahar,GEN,,Apna Dal,867,258763
2010,209,Kargahar,GEN,,Republican Party of India(A),921,258763
2010,209,Kargahar,GEN,,Janata Dal (Secular),1151,258763
2010,209,Kargahar,GEN,,Independent,1196,258763
2010,209,Kargahar,GEN,,Socialist Party (Lohia),1442,258763
2010,209,Kargahar,GEN,,Independent,2002,258763
2010,209,Kargahar,GEN,,Independent,2032,258763
2010,209,Kargahar,GEN,,Independent,2280,258763
2010,209,Kargahar,GEN,,Independent,3715,258763
2010,209,Kargahar,GEN,,Janvadi Party(Socialist),3794,258763
2010,209,Kargahar,GEN,,Bahujan Samaj Party,11035,258763
2010,209,Kargahar,GEN,,Indian National Congress,21292,258763
2010,209,Kargahar,GEN,,Lok Jan Shakti Party,40993,258763
2010,209,Kargahar,GEN,,Janata Dal (United),54190,258763
2010,210,Dinara,GEN,,Proutist Sarva Samaj,419,237760
2010,210,Dinara,GEN,,Rashtra Sewa Dal,466,237760
2010,210,Dinara,GEN,,Independent,620,237760
2010,210,Dinara,GEN,,Republican Party of India(A),712,237760
2010,210,Dinara,GEN,,Vanchitsamaj Insaaf Party,813,237760
2010,210,Dinara,GEN,,Janvadi Party(Socialist),875,237760
2010,210,Dinara,GEN,,Indiya Jananayaka Katchi,1116,237760
2010,210,Dinara,GEN,,Nationalist Congress Party,1495,237760
2010,210,Dinara,GEN,,Independent,1699,237760
2010,210,Dinara,GEN,,Communist Party of India,2700,237760
2010,210,Dinara,GEN,,Independent,3349,237760
2010,210,Dinara,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),3568,237760
2010,210,Dinara,GEN,,Independent,6214,237760
2010,210,Dinara,GEN,,Bahujan Samaj Party,8387,237760
2010,210,Dinara,GEN,,Indian National Congress,10098,237760
2010,210,Dinara,GEN,,Rashtriya Janata Dal,30566,237760
2010,210,Dinara,GEN,,Janata Dal (United),47176,237760
2010,211,Nokha,GEN,,Independent,380,230538
2010,211,Nokha,GEN,,Janata Dal (Secular),406,230538
2010,211,Nokha,GEN,,Indian Justice Party,526,230538
2010,211,Nokha,GEN,,Independent,534,230538
2010,211,Nokha,GEN,,Bharat Vikas Morcha,546,230538
2010,211,Nokha,GEN,,Shoshit Samaj Dal,594,230538
2010,211,Nokha,GEN,,Samajwadi Party,702,230538
2010,211,Nokha,GEN,,Independent,743,230538
2010,211,Nokha,GEN,,Independent,744,230538
2010,211,Nokha,GEN,,Republican Party of India(A),831,230538
2010,211,Nokha,GEN,,Independent,951,230538
2010,211,Nokha,GEN,,Independent,957,230538
2010,211,Nokha,GEN,,Independent,1723,230538
2010,211,Nokha,GEN,,Independent,2002,230538
2010,211,Nokha,GEN,,Communist Party of India,4117,230538
2010,211,Nokha,GEN,,Independent,4916,230538
2010,211,Nokha,GEN,,Indian National Congress,5842,230538
2010,211,Nokha,GEN,,Independent,6420,230538
2010,211,Nokha,GEN,,Bahujan Samaj Party,8158,230538
2010,211,Nokha,GEN,,Communist Party of India (Marxist-Leninist) (Liberation),9295,230538
2010,211,Nokha,GEN,,Rashtriya Janata Dal,27297,230538
2010,211,Nokha,GEN,,Bharatiya Janata Party,39020,230538
2010,212,Dehri,GEN,,Janata Dal (Secular),262,231865
2010,212,Dehri,GEN,,Samajwadi Party,312,231865
2010,212,Dehri,GEN,,Shoshit Samaj Dal,324,231865
2010,212,Dehri,GEN,,Independent,404,231865
2010,212,Dehri,GEN,,Independent,548,231865
2010,212,Dehri,GEN,,Independent,595,231865
